Año;Sexo;Código Localidad;Localidad;Grupo de edad;Régimen Aseguramiento;Código CIE10;Descripción causa básica de muerte;Grupo condición crónica;Muertes total
2013;Masculino;21;Distrito;65 a 69 años;Sin dato;I602;HEMORRAGIA SUBARACNOIDEA DE ARTERIA COMUNICANTE ANTERIOR;Enfermedades cardiocerebrovasculares;1
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I110;ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA);Enfermedades cardiocerebrovasculares;2
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I200;ANGINA INESTABLE;Enfermedades cardiocerebrovasculares;1
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I219;NFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;Enfermedades cardiocerebrovasculares;64
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZON;Enfermedades cardiocerebrovasculares;3
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I255;CARDIOMIOPATIA ISQUEMICA;Enfermedades cardiocerebrovasculares;1
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I259;ENFERMEDAD ISQUEMIA CRONICA DEL CORAZON, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;2
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I601;HEMORRAGIA SUBARACNOIDEA DE ARTERIA CEREBRAL MEDIA;Enfermedades cardiocerebrovasculares;1
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I602;HEMORRAGIA SUBARACNOIDEA DE ARTERIA COMUNICANTE ANTERIOR;Enfermedades cardiocerebrovasculares;1
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I609;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;4
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I619;HEMORRAGIA INTRAENCEFALICA, NO ESPECIFICADA;Enfermedades cardiocerebrovasculares;7
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I639;NFARTO CEREBRAL, NO ESPECIFICADO;Enfermedades cardiocerebrovasculares;2
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I64X;ACCIDENTE VASCULAR ENCEFALICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO;Enfermedades cardiocerebrovasculares;4
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I678;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS;Enfermedades cardiocerebrovasculares;5
2013;Masculino;21;Distrito;65 a 69 años;Subsidiado;I694;SECUELAS DE ACCIDENTE VASCULAR ENCÉFALICO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO;Enfermedades cardiocerebrovasculares;1
2013;Femenino;21;Distrito;30 a 34 años;Contributivo;E104;DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NEUROLOGICAS;Diabetes;1
2013;Femenino;21;Distrito;30 a 34 años;Contributivo;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;1
2013;Femenino;21;Distrito;30 a 34 años;Subsidiado;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;35 a 39 años;Contributivo;E101;DIABETES MELLITUS INSULINODEPENDIENTE CON CETOACIDOSIS;Diabetes;1
2013;Femenino;21;Distrito;35 a 39 años;Contributivo;E105;DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Femenino;21;Distrito;35 a 39 años;Subsidiado;E111;DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS;Diabetes;1
2013;Femenino;21;Distrito;40 a 44 años;Contributivo;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;40 a 44 años;Subsidiado;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;40 a 44 años;Subsidiado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;45 a 49 años;Contributivo;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;45 a 49 años;Contributivo;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;2
2013;Femenino;21;Distrito;45 a 49 años;Contributivo;E145;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Femenino;21;Distrito;45 a 49 años;Contributivo;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;45 a 49 años;Subsidiado;E111;DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS;Diabetes;1
2013;Femenino;21;Distrito;45 a 49 años;Subsidiado;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;45 a 49 años;Subsidiado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;2
2013;Femenino;21;Distrito;45 a 49 años;Subsidiado;E149;DIABETES MELLITUS, NO ESPECIFICADA SIN MENCION DE COMPLICACION;Diabetes;1
2013;Femenino;21;Distrito;50 a 54 años;Contributivo;E102;DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;50 a 54 años;Contributivo;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;2
2013;Femenino;21;Distrito;50 a 54 años;Contributivo;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;2
2013;Femenino;21;Distrito;50 a 54 años;Subsidiado;E111;DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS;Diabetes;1
2013;Femenino;21;Distrito;50 a 54 años;Subsidiado;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;50 a 54 años;Subsidiado;E140;DIABETES MELLITUS, NO ESPECIFICADA CON COMA;Diabetes;1
2013;Femenino;21;Distrito;50 a 54 años;Subsidiado;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;3
2013;Femenino;21;Distrito;50 a 54 años;Subsidiado;E145;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Femenino;21;Distrito;50 a 54 años;Subsidiado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;4
2013;Femenino;21;Distrito;50 a 54 años;Subsidiado;E147;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;Contributivo;E109;DIABETES MELLITUS INSULINODEPENDIENTE SIN MENCION DE COMPLICACION;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;Contributivo;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;Contributivo;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;Contributivo;E119;DIABETES MELLITUS NO INSULINODEPENDIENTE SIN MENCION DE COMPLICACION;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;Contributivo;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;3
2013;Femenino;21;Distrito;55 a 59 años;Contributivo;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;5
2013;Femenino;21;Distrito;55 a 59 años;Contributivo;E144;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES NEUROLOGICAS;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;Contributivo;E145;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;2
2013;Femenino;21;Distrito;55 a 59 años;Contributivo;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;Contributivo;E149;DIABETES MELLITUS, NO ESPECIFICADA SIN MENCION DE COMPLICACION;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;No Asegurado;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;No Asegurado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;Subsidiado;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;Subsidiado;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;2
2013;Femenino;21;Distrito;55 a 59 años;Subsidiado;E145;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Femenino;21;Distrito;55 a 59 años;Subsidiado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;Contributivo;E104;DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES NEUROLOGICAS;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;Contributivo;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;Contributivo;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;Contributivo;E117;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;Contributivo;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;Contributivo;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;3
2013;Femenino;21;Distrito;60 a 64 años;Contributivo;E149;DIABETES MELLITUS, NO ESPECIFICADA SIN MENCION DE COMPLICACION;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;Excepcion;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;2
2013;Femenino;21;Distrito;60 a 64 años;No Asegurado;E117;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;No Asegurado;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;No Asegurado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;Subsidiado;E111;DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;Subsidiado;E115;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;2
2013;Femenino;21;Distrito;60 a 64 años;Subsidiado;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;Subsidiado;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;4
2013;Femenino;21;Distrito;60 a 64 años;Subsidiado;E145;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Femenino;21;Distrito;60 a 64 años;Subsidiado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;4
2013;Femenino;21;Distrito;65 a 69 años;Contributivo;E106;DIABETES MELLITUS INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Contributivo;E110;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMA;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Contributivo;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;3
2013;Femenino;21;Distrito;65 a 69 años;Contributivo;E115;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Contributivo;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;4
2013;Femenino;21;Distrito;65 a 69 años;Contributivo;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;2
2013;Femenino;21;Distrito;65 a 69 años;Contributivo;E145;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;4
2013;Femenino;21;Distrito;65 a 69 años;Contributivo;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;12
2013;Femenino;21;Distrito;65 a 69 años;Contributivo;E147;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Especial;E125;DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Excepcion;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Excepcion;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;2
2013;Femenino;21;Distrito;65 a 69 años;No Asegurado;E100;DIABETES MELLITUS INSULINODEPENDIENTE CON COMA;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;No Asegurado;E115;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;No Asegurado;E140;DIABETES MELLITUS, NO ESPECIFICADA CON COMA;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Subsidiado;E111;DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Subsidiado;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Subsidiado;E115;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Subsidiado;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Subsidiado;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Subsidiado;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;2
2013;Femenino;21;Distrito;65 a 69 años;Subsidiado;E145;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Femenino;21;Distrito;65 a 69 años;Subsidiado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;4
2013;Masculino;21;Distrito;30 a 34 años;Subsidiado;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;1
2013;Masculino;21;Distrito;35 a 39 años;Contributivo;E101;DIABETES MELLITUS INSULINODEPENDIENTE CON CETOACIDOSIS;Diabetes;1
2013;Masculino;21;Distrito;35 a 39 años;No Asegurado;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2013;Masculino;21;Distrito;40 a 44 años;Contributivo;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;2
2013;Masculino;21;Distrito;40 a 44 años;Contributivo;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;1
2013;Masculino;21;Distrito;40 a 44 años;Contributivo;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Masculino;21;Distrito;40 a 44 años;No Asegurado;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;1
2013;Masculino;21;Distrito;40 a 44 años;No Asegurado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Masculino;21;Distrito;40 a 44 años;Subsidiado;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2013;Masculino;21;Distrito;40 a 44 años;Subsidiado;E140;DIABETES MELLITUS, NO ESPECIFICADA CON COMA;Diabetes;1
2013;Masculino;21;Distrito;40 a 44 años;Subsidiado;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;1
2013;Masculino;21;Distrito;40 a 44 años;Subsidiado;E144;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES NEUROLOGICAS;Diabetes;1
2013;Masculino;21;Distrito;40 a 44 años;Subsidiado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Masculino;21;Distrito;45 a 49 años;Contributivo;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;1
2013;Masculino;21;Distrito;45 a 49 años;Contributivo;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Masculino;21;Distrito;45 a 49 años;Contributivo;E147;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Masculino;21;Distrito;45 a 49 años;Sin dato;E149;DIABETES MELLITUS, NO ESPECIFICADA SIN MENCION DE COMPLICACION;Diabetes;1
2013;Masculino;21;Distrito;45 a 49 años;Subsidiado;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Masculino;21;Distrito;45 a 49 años;Subsidiado;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;2
2013;Masculino;21;Distrito;45 a 49 años;Subsidiado;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;2
2013;Masculino;21;Distrito;50 a 54 años;Contributivo;E105;DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Masculino;21;Distrito;50 a 54 años;Contributivo;E115;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Masculino;21;Distrito;50 a 54 años;Contributivo;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;2
2013;Masculino;21;Distrito;50 a 54 años;Contributivo;E117;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Masculino;21;Distrito;50 a 54 años;Contributivo;E127;DIABETES MELLITUS ASOCIADA CON DESNUTRICION CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Masculino;21;Distrito;50 a 54 años;Contributivo;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;3
2013;Masculino;21;Distrito;50 a 54 años;Contributivo;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;3
2013;Masculino;21;Distrito;50 a 54 años;Contributivo;E147;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Masculino;21;Distrito;50 a 54 años;Excepcion;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;1
2013;Masculino;21;Distrito;50 a 54 años;Excepcion;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;3
2013;Masculino;21;Distrito;50 a 54 años;No Asegurado;E115;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Masculino;21;Distrito;50 a 54 años;No Asegurado;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;2
2013;Masculino;21;Distrito;50 a 54 años;No Asegurado;E144;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES NEUROLOGICAS;Diabetes;1
2013;Masculino;21;Distrito;50 a 54 años;Subsidiado;E115;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Masculino;21;Distrito;50 a 54 años;Subsidiado;E145;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;3
2013;Masculino;21;Distrito;50 a 54 años;Subsidiado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;Contributivo;E102;DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;Contributivo;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;2
2013;Masculino;21;Distrito;55 a 59 años;Contributivo;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;3
2013;Masculino;21;Distrito;55 a 59 años;Contributivo;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;Contributivo;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;5
2013;Masculino;21;Distrito;55 a 59 años;Contributivo;E145;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;3
2013;Masculino;21;Distrito;55 a 59 años;Contributivo;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;4
2013;Masculino;21;Distrito;55 a 59 años;Contributivo;E147;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;Contributivo;E149;DIABETES MELLITUS, NO ESPECIFICADA SIN MENCION DE COMPLICACION;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;No Asegurado;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;No Asegurado;E141;DIABETES MELLITUS, NO ESPECIFICADA CON CETOACIDOSIS;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;No Asegurado;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;2
2013;Masculino;21;Distrito;55 a 59 años;No Asegurado;E145;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;Subsidiado;E111;DIABETES MELLITUS NO INSULINODEPENDIENTE CON CETOACIDOSIS;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;Subsidiado;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;2
2013;Masculino;21;Distrito;55 a 59 años;Subsidiado;E115;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;Subsidiado;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;Subsidiado;E117;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Masculino;21;Distrito;55 a 59 años;Subsidiado;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;4
2013;Masculino;21;Distrito;55 a 59 años;Subsidiado;E145;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES CIRCULATORIAS PERIFERICAS;Diabetes;2
2013;Masculino;21;Distrito;55 a 59 años;Subsidiado;E146;DIABETES MELLITUS, NO ESPECIFICADA CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;3
2013;Masculino;21;Distrito;60 a 64 años;Contributivo;E106;DIABETES MELLITUS INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;2
2013;Masculino;21;Distrito;60 a 64 años;Contributivo;E107;DIABETES MELLITUS INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Masculino;21;Distrito;60 a 64 años;Contributivo;E112;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES RENALES;Diabetes;1
2013;Masculino;21;Distrito;60 a 64 años;Contributivo;E116;DIABETES MELLITUS NO INSULINODEPENDIENTE CON OTRAS COMPLICACIONES ESPECIFICADAS;Diabetes;2
2013;Masculino;21;Distrito;60 a 64 años;Contributivo;E117;DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMPLICACIONES MULTIPLES;Diabetes;1
2013;Masculino;21;Distrito;60 a 64 años;Contributivo;E142;DIABETES MELLITUS, NO ESPECIFICADA CON COMPLICACIONES RENALES;Diabetes;8
